row,skill_name,student_id,correct,Problem Name
35676421,ai_definitions,73685,1,ai_definitions_p1
34998300,ai_definitions,73962,1,ai_definitions_p1
34998307,ai_definitions,73962,1,ai_definitions_p2
34260001,ai_definitions,74698,1,ai_definitions_p1
34260011,ai_definitions,74698,1,ai_definitions_p2
32181161,ai_definitions,75169,1,ai_definitions_p3
32181172,ai_definitions,75169,1,ai_definitions_p3
32828176,ai_definitions,75169,1,ai_definitions_p1
32828184,ai_definitions,75169,1,ai_definitions_p3
29980929,ai_definitions,78073,0,ai_definitions_p1
29980999,ai_definitions,78073,1,ai_definitions_p2
29981041,ai_definitions,78073,0,ai_definitions_p3
29981142,ai_definitions,78073,1,ai_definitions_p2
29981156,ai_definitions,78073,1,ai_definitions_p3
29994651,ai_definitions,78073,1,ai_definitions_p1
35410360,ai_definitions,78073,1,ai_definitions_p2
35410480,ai_definitions,78073,1,ai_definitions_p3
31496548,ai_definitions,78673,1,ai_definitions_p2
31496554,ai_definitions,78673,1,ai_definitions_p1
35032725,ai_definitions,78673,1,ai_definitions_p1
35032733,ai_definitions,78673,1,ai_definitions_p2
31052297,ai_definitions,78675,1,ai_definitions_p3
31052322,ai_definitions,78675,1,ai_definitions_p1
31568495,ai_definitions,78903,1,ai_definitions_p2
31568502,ai_definitions,78903,1,ai_definitions_p1
31568512,ai_definitions,78903,1,ai_definitions_p3
31568532,ai_definitions,78903,1,ai_definitions_p2
31568551,ai_definitions,78903,1,ai_definitions_p3
33535193,ai_definitions,78903,1,ai_definitions_p2
33535233,ai_definitions,78903,1,ai_definitions_p1
35232067,ai_definitions,78903,1,ai_definitions_p1
35232092,ai_definitions,78903,1,ai_definitions_p1
31520328,ai_definitions,78904,1,ai_definitions_p3
31520342,ai_definitions,78904,1,ai_definitions_p3
31520349,ai_definitions,78904,1,ai_definitions_p3
31520359,ai_definitions,78904,0,ai_definitions_p2
31520393,ai_definitions,78904,1,ai_definitions_p2
31520407,ai_definitions,78904,1,ai_definitions_p1
31520416,ai_definitions,78904,1,ai_definitions_p1
31520426,ai_definitions,78904,1,ai_definitions_p2
31520439,ai_definitions,78904,1,ai_definitions_p1
34666580,ai_definitions,78904,1,ai_definitions_p1
34666589,ai_definitions,78904,0,ai_definitions_p3
34666597,ai_definitions,78904,1,ai_definitions_p3
34666604,ai_definitions,78904,1,ai_definitions_p3
34666621,ai_definitions,78904,1,ai_definitions_p1
35231316,ai_definitions,78904,1,ai_definitions_p3
35231420,ai_definitions,78904,1,ai_definitions_p3
31996462,ai_definitions,78905,1,ai_definitions_p2
31996475,ai_definitions,78905,1,ai_definitions_p1
35229606,ai_definitions,78905,1,ai_definitions_p1
35229626,ai_definitions,78905,1,ai_definitions_p1
31991354,ai_definitions,78906,1,ai_definitions_p3
31991360,ai_definitions,78906,1,ai_definitions_p1
35231510,ai_definitions,78906,1,ai_definitions_p1
35231531,ai_definitions,78906,1,ai_definitions_p2
30947543,ai_definitions,78907,0,ai_definitions_p3
30947580,ai_definitions,78907,0,ai_definitions_p2
30947607,ai_definitions,78907,1,ai_definitions_p3
30947614,ai_definitions,78907,1,ai_definitions_p3
30947622,ai_definitions,78907,1,ai_definitions_p1
30947630,ai_definitions,78907,1,ai_definitions_p1
30947637,ai_definitions,78907,1,ai_definitions_p2
31991274,ai_definitions,78907,1,ai_definitions_p2
31991281,ai_definitions,78907,0,ai_definitions_p3
31991289,ai_definitions,78907,1,ai_definitions_p3
31991296,ai_definitions,78907,1,ai_definitions_p1
31991303,ai_definitions,78907,1,ai_definitions_p3
35231903,ai_definitions,78907,1,ai_definitions_p3
35231922,ai_definitions,78907,1,ai_definitions_p3
31404524,ai_definitions,78908,1,ai_definitions_p1
31404620,ai_definitions,78908,1,ai_definitions_p3
31404654,ai_definitions,78908,1,ai_definitions_p3
31404689,ai_definitions,78908,1,ai_definitions_p3
31404713,ai_definitions,78908,1,ai_definitions_p1
31988197,ai_definitions,78908,1,ai_definitions_p3
31988211,ai_definitions,78908,1,ai_definitions_p2
35230200,ai_definitions,78908,1,ai_definitions_p1
35230239,ai_definitions,78908,1,ai_definitions_p1
30946116,ai_definitions,78909,1,ai_definitions_p2
30946136,ai_definitions,78909,1,ai_definitions_p1
30946154,ai_definitions,78909,1,ai_definitions_p3
30946169,ai_definitions,78909,0,ai_definitions_p2
30946197,ai_definitions,78909,0,ai_definitions_p3
30946238,ai_definitions,78909,1,ai_definitions_p2
30946259,ai_definitions,78909,1,ai_definitions_p1
30946267,ai_definitions,78909,1,ai_definitions_p2
30946283,ai_definitions,78909,1,ai_definitions_p2
30946297,ai_definitions,78909,1,ai_definitions_p1
31991649,ai_definitions,78909,1,ai_definitions_p2
31991662,ai_definitions,78909,0,ai_definitions_p3
31991679,ai_definitions,78909,1,ai_definitions_p3
31991702,ai_definitions,78909,1,ai_definitions_p1
31991714,ai_definitions,78909,1,ai_definitions_p2
35231457,ai_definitions,78909,1,ai_definitions_p2
35231499,ai_definitions,78909,1,ai_definitions_p3
30958630,ai_definitions,78910,0,ai_definitions_p2
30958790,ai_definitions,78910,1,ai_definitions_p1
30958802,ai_definitions,78910,1,ai_definitions_p2
30958819,ai_definitions,78910,0,ai_definitions_p3
30958833,ai_definitions,78910,1,ai_definitions_p3
30958857,ai_definitions,78910,1,ai_definitions_p3
30958874,ai_definitions,78910,1,ai_definitions_p1
30958889,ai_definitions,78910,1,ai_definitions_p3
31993355,ai_definitions,78910,1,ai_definitions_p2
31993366,ai_definitions,78910,1,ai_definitions_p2
35231665,ai_definitions,78910,1,ai_definitions_p2
35231690,ai_definitions,78910,1,ai_definitions_p3
31380885,ai_definitions,78911,0,ai_definitions_p2
31380939,ai_definitions,78911,1,ai_definitions_p3
31381001,ai_definitions,78911,1,ai_definitions_p3
31381030,ai_definitions,78911,1,ai_definitions_p1
31381052,ai_definitions,78911,1,ai_definitions_p3
31381072,ai_definitions,78911,1,ai_definitions_p2
31990259,ai_definitions,78911,1,ai_definitions_p2
31990267,ai_definitions,78911,1,ai_definitions_p3
35231802,ai_definitions,78911,1,ai_definitions_p2
35231822,ai_definitions,78911,1,ai_definitions_p2
31986590,ai_definitions,78912,1,ai_definitions_p1
31986618,ai_definitions,78912,1,ai_definitions_p3
35231028,ai_definitions,78912,1,ai_definitions_p3
35231149,ai_definitions,78912,1,ai_definitions_p3
32058383,ai_definitions,78913,0,ai_definitions_p3
32058457,ai_definitions,78913,1,ai_definitions_p3
32058480,ai_definitions,78913,0,ai_definitions_p2
32058706,ai_definitions,78913,1,ai_definitions_p1
32058724,ai_definitions,78913,1,ai_definitions_p2
32177523,ai_definitions,78913,1,ai_definitions_p2
35229587,ai_definitions,78913,1,ai_definitions_p1
35229654,ai_definitions,78913,1,ai_definitions_p2
32868043,ai_definitions,78914,1,ai_definitions_p2
32868050,ai_definitions,78914,1,ai_definitions_p2
33760500,ai_definitions,78914,1,ai_definitions_p1
33760507,ai_definitions,78914,1,ai_definitions_p2
33760528,ai_definitions,78914,1,ai_definitions_p1
33760546,ai_definitions,78914,1,ai_definitions_p2
33760566,ai_definitions,78914,1,ai_definitions_p1
35229613,ai_definitions,78914,1,ai_definitions_p1
35229715,ai_definitions,78914,1,ai_definitions_p3
31054241,ai_definitions,78915,1,ai_definitions_p3
31054340,ai_definitions,78915,1,ai_definitions_p3
31054379,ai_definitions,78915,0,ai_definitions_p2
31054412,ai_definitions,78915,1,ai_definitions_p3
31054469,ai_definitions,78915,1,ai_definitions_p3
31054492,ai_definitions,78915,0,ai_definitions_p2
31054614,ai_definitions,78915,1,ai_definitions_p3
31054669,ai_definitions,78915,0,ai_definitions_p1
31054711,ai_definitions,78915,1,ai_definitions_p3
31054731,ai_definitions,78915,1,ai_definitions_p2
31112748,ai_definitions,78915,0,ai_definitions_p1
31112788,ai_definitions,78915,0,ai_definitions_p1
31112836,ai_definitions,78915,0,ai_definitions_p1
31112852,ai_definitions,78915,1,ai_definitions_p2
31112867,ai_definitions,78915,1,ai_definitions_p3
31112890,ai_definitions,78915,0,ai_definitions_p1
31112925,ai_definitions,78915,1,ai_definitions_p3
31112932,ai_definitions,78915,0,ai_definitions_p2
31112936,ai_definitions,78915,1,ai_definitions_p2
31112954,ai_definitions,78915,1,ai_definitions_p2
31112966,ai_definitions,78915,0,ai_definitions_p1
31119208,ai_definitions,78915,1,ai_definitions_p3
31278623,ai_definitions,78915,1,ai_definitions_p3
31278645,ai_definitions,78915,1,ai_definitions_p2
31278663,ai_definitions,78915,1,ai_definitions_p3
31278683,ai_definitions,78915,1,ai_definitions_p1
31989781,ai_definitions,78915,0,ai_definitions_p2
31989790,ai_definitions,78915,0,ai_definitions_p3
31989798,ai_definitions,78915,1,ai_definitions_p1
31989805,ai_definitions,78915,1,ai_definitions_p2
31989810,ai_definitions,78915,1,ai_definitions_p3
35231976,ai_definitions,78915,1,ai_definitions_p3
35232025,ai_definitions,78915,1,ai_definitions_p1
30963020,ai_definitions,78916,1,ai_definitions_p1
30963037,ai_definitions,78916,0,ai_definitions_p3
30963077,ai_definitions,78916,1,ai_definitions_p2
30963091,ai_definitions,78916,1,ai_definitions_p2
30963099,ai_definitions,78916,1,ai_definitions_p3
30963127,ai_definitions,78916,1,ai_definitions_p2
30963136,ai_definitions,78916,1,ai_definitions_p2
31986065,ai_definitions,78916,1,ai_definitions_p3
31986075,ai_definitions,78916,1,ai_definitions_p1
35229658,ai_definitions,78916,1,ai_definitions_p2
35229692,ai_definitions,78916,1,ai_definitions_p3
30944296,ai_definitions,78917,0,ai_definitions_p1
30944340,ai_definitions,78917,1,ai_definitions_p3
30944355,ai_definitions,78917,1,ai_definitions_p3
30944377,ai_definitions,78917,1,ai_definitions_p1
30944400,ai_definitions,78917,1,ai_definitions_p2
30944406,ai_definitions,78917,1,ai_definitions_p2
31987934,ai_definitions,78917,1,ai_definitions_p1
31987955,ai_definitions,78917,1,ai_definitions_p1
35229775,ai_definitions,78917,0,ai_definitions_p3
35229838,ai_definitions,78917,1,ai_definitions_p1
35229863,ai_definitions,78917,1,ai_definitions_p2
35229879,ai_definitions,78917,1,ai_definitions_p2
31988507,ai_definitions,78918,0,ai_definitions_p1
31988542,ai_definitions,78918,1,ai_definitions_p2
31988553,ai_definitions,78918,0,ai_definitions_p3
31988608,ai_definitions,78918,1,ai_definitions_p3
31988639,ai_definitions,78918,1,ai_definitions_p3
32069024,ai_definitions,78918,1,ai_definitions_p2
35230289,ai_definitions,78918,1,ai_definitions_p1
35230354,ai_definitions,78918,1,ai_definitions_p2
31390613,ai_definitions,78919,1,ai_definitions_p3
31390638,ai_definitions,78919,1,ai_definitions_p3
31390656,ai_definitions,78919,1,ai_definitions_p3
31390687,ai_definitions,78919,1,ai_definitions_p1
31390724,ai_definitions,78919,1,ai_definitions_p2
32285684,ai_definitions,78919,1,ai_definitions_p2
32285706,ai_definitions,78919,0,ai_definitions_p3
32285750,ai_definitions,78919,1,ai_definitions_p2
32285758,ai_definitions,78919,1,ai_definitions_p2
32285773,ai_definitions,78919,1,ai_definitions_p3
35229921,ai_definitions,78919,1,ai_definitions_p2
35229989,ai_definitions,78919,1,ai_definitions_p1
32001179,ai_definitions,78920,1,ai_definitions_p3
32001187,ai_definitions,78920,1,ai_definitions_p2
35231784,ai_definitions,78920,1,ai_definitions_p3
35231821,ai_definitions,78920,1,ai_definitions_p3
31385932,ai_definitions,78921,1,ai_definitions_p3
31385992,ai_definitions,78921,1,ai_definitions_p2
31386033,ai_definitions,78921,1,ai_definitions_p3
31386080,ai_definitions,78921,1,ai_definitions_p1
31386114,ai_definitions,78921,1,ai_definitions_p1
31994464,ai_definitions,78921,1,ai_definitions_p1
31994471,ai_definitions,78921,1,ai_definitions_p3
35229600,ai_definitions,78921,1,ai_definitions_p3
35229695,ai_definitions,78921,1,ai_definitions_p3
32238361,ai_definitions,78922,1,ai_definitions_p1
32238378,ai_definitions,78922,1,ai_definitions_p3
35229940,ai_definitions,78922,1,ai_definitions_p3
35230003,ai_definitions,78922,1,ai_definitions_p2
31988907,ai_definitions,78923,1,ai_definitions_p1
31988926,ai_definitions,78923,0,ai_definitions_p3
31988941,ai_definitions,78923,1,ai_definitions_p1
31988954,ai_definitions,78923,1,ai_definitions_p3
31988965,ai_definitions,78923,1,ai_definitions_p1
35230331,ai_definitions,78923,1,ai_definitions_p1
35230393,ai_definitions,78923,1,ai_definitions_p2
32175242,ai_definitions,78926,1,ai_definitions_p2
32175248,ai_definitions,78926,1,ai_definitions_p1
35231371,ai_definitions,78926,1,ai_definitions_p1
35231384,ai_definitions,78926,1,ai_definitions_p3
29960114,ai_definitions,78970,0,ai_definitions_p3
29960161,ai_definitions,78970,0,ai_definitions_p2
29960215,ai_definitions,78970,0,ai_definitions_p1
29960250,ai_definitions,78970,0,ai_definitions_p1
29960303,ai_definitions,78970,1,ai_definitions_p1
30053434,ai_definitions,78970,1,ai_definitions_p3
30053440,ai_definitions,78970,1,ai_definitions_p3
35411688,ai_definitions,78970,1,ai_definitions_p3
35411754,ai_definitions,78970,0,ai_definitions_p1
35411829,ai_definitions,78970,0,ai_definitions_p2
35411936,ai_definitions,78970,0,ai_definitions_p2
31317259,ai_definitions,78971,1,ai_definitions_p2
31317328,ai_definitions,78971,0,ai_definitions_p1
31317480,ai_definitions,78971,1,ai_definitions_p2
31317496,ai_definitions,78971,0,ai_definitions_p1
31317564,ai_definitions,78971,0,ai_definitions_p2
35408413,ai_definitions,78971,1,ai_definitions_p3
35408886,ai_definitions,78971,1,ai_definitions_p3
30175121,ai_definitions,78972,0,ai_definitions_p1
30175229,ai_definitions,78972,0,ai_definitions_p3
30175286,ai_definitions,78972,0,ai_definitions_p1
30175392,ai_definitions,78972,0,ai_definitions_p2
30175472,ai_definitions,78972,0,ai_definitions_p3
32983139,ai_definitions,78972,1,ai_definitions_p2
32983183,ai_definitions,78972,1,ai_definitions_p3
35413655,ai_definitions,78972,1,ai_definitions_p3
35413832,ai_definitions,78972,1,ai_definitions_p3
29987023,ai_definitions,78974,0,ai_definitions_p2
29987091,ai_definitions,78974,0,ai_definitions_p3
29987209,ai_definitions,78974,1,ai_definitions_p1
29987227,ai_definitions,78974,1,ai_definitions_p2
29987248,ai_definitions,78974,1,ai_definitions_p1
31142790,ai_definitions,78974,1,ai_definitions_p2
31142808,ai_definitions,78974,1,ai_definitions_p1
31142817,ai_definitions,78974,1,ai_definitions_p3
31142846,ai_definitions,78974,1,ai_definitions_p3
31142890,ai_definitions,78974,1,ai_definitions_p3
35405697,ai_definitions,78974,1,ai_definitions_p3
35405791,ai_definitions,78974,1,ai_definitions_p1
29981917,ai_definitions,78976,0,ai_definitions_p3
29982220,ai_definitions,78976,1,ai_definitions_p3
29982255,ai_definitions,78976,1,ai_definitions_p3
29982294,ai_definitions,78976,0,ai_definitions_p2
29982432,ai_definitions,78976,0,ai_definitions_p3
30054968,ai_definitions,78976,0,ai_definitions_p1
30055018,ai_definitions,78976,1,ai_definitions_p1
30055026,ai_definitions,78976,1,ai_definitions_p1
30055032,ai_definitions,78976,1,ai_definitions_p1
29967680,ai_definitions,78977,0,ai_definitions_p3
29968483,ai_definitions,78977,1,ai_definitions_p3
29968540,ai_definitions,78977,0,ai_definitions_p1
29969023,ai_definitions,78977,0,ai_definitions_p2
29969283,ai_definitions,78977,1,ai_definitions_p1
30051069,ai_definitions,78977,1,ai_definitions_p2
30051081,ai_definitions,78977,1,ai_definitions_p2
31217877,ai_definitions,78977,1,ai_definitions_p1
31217896,ai_definitions,78977,1,ai_definitions_p2
31217916,ai_definitions,78977,1,ai_definitions_p2
31217938,ai_definitions,78977,1,ai_definitions_p2
31217959,ai_definitions,78977,1,ai_definitions_p2
35410036,ai_definitions,78977,1,ai_definitions_p2
35410115,ai_definitions,78977,1,ai_definitions_p3
29987813,ai_definitions,78978,0,ai_definitions_p1
29987876,ai_definitions,78978,0,ai_definitions_p3
29987932,ai_definitions,78978,0,ai_definitions_p1
29987962,ai_definitions,78978,0,ai_definitions_p2
29988008,ai_definitions,78978,0,ai_definitions_p1
30063038,ai_definitions,78978,1,ai_definitions_p3
30063046,ai_definitions,78978,1,ai_definitions_p3
30063064,ai_definitions,78978,1,ai_definitions_p3
35413936,ai_definitions,78978,1,ai_definitions_p1
35413992,ai_definitions,78978,1,ai_definitions_p3
29999320,ai_definitions,78979,1,ai_definitions_p3
29999406,ai_definitions,78979,1,ai_definitions_p3
29992387,ai_definitions,78980,0,ai_definitions_p3
29992425,ai_definitions,78980,0,ai_definitions_p1
29992452,ai_definitions,78980,0,ai_definitions_p1
29992468,ai_definitions,78980,1,ai_definitions_p2
29992473,ai_definitions,78980,0,ai_definitions_p3
30112624,ai_definitions,78980,0,ai_definitions_p3
30112634,ai_definitions,78980,0,ai_definitions_p1
30454008,ai_definitions,78980,0,ai_definitions_p1
30454021,ai_definitions,78980,0,ai_definitions_p1
30454033,ai_definitions,78980,0,ai_definitions_p2
30454045,ai_definitions,78980,1,ai_definitions_p2
30454051,ai_definitions,78980,0,ai_definitions_p1
30454062,ai_definitions,78980,1,ai_definitions_p3
30454068,ai_definitions,78980,0,ai_definitions_p1
30659498,ai_definitions,78980,0,ai_definitions_p2
30659526,ai_definitions,78980,0,ai_definitions_p1
30659540,ai_definitions,78980,0,ai_definitions_p2
30659548,ai_definitions,78980,0,ai_definitions_p1
30659555,ai_definitions,78980,0,ai_definitions_p1
30659564,ai_definitions,78980,1,ai_definitions_p3
30659571,ai_definitions,78980,1,ai_definitions_p2
30659576,ai_definitions,78980,1,ai_definitions_p3
29985090,ai_definitions,78981,1,ai_definitions_p2
29986303,ai_definitions,78981,1,ai_definitions_p1
29958871,ai_definitions,78982,1,ai_definitions_p1
29958910,ai_definitions,78982,1,ai_definitions_p2
31119323,ai_definitions,78982,1,ai_definitions_p1
31119332,ai_definitions,78982,0,ai_definitions_p3
31119352,ai_definitions,78982,1,ai_definitions_p1
31119359,ai_definitions,78982,1,ai_definitions_p2
31119368,ai_definitions,78982,1,ai_definitions_p1
31119375,ai_definitions,78982,1,ai_definitions_p3
31119381,ai_definitions,78982,1,ai_definitions_p1
35412333,ai_definitions,78982,0,ai_definitions_p1
35412408,ai_definitions,78982,1,ai_definitions_p3
35412438,ai_definitions,78982,1,ai_definitions_p2
35412469,ai_definitions,78982,1,ai_definitions_p3
29960918,ai_definitions,78983,0,ai_definitions_p1
29961616,ai_definitions,78983,1,ai_definitions_p2
29961631,ai_definitions,78983,0,ai_definitions_p3
29961870,ai_definitions,78983,1,ai_definitions_p1
29961888,ai_definitions,78983,0,ai_definitions_p3
30039429,ai_definitions,78983,1,ai_definitions_p2
30039446,ai_definitions,78983,0,ai_definitions_p3
30039686,ai_definitions,78983,1,ai_definitions_p1
30039752,ai_definitions,78983,1,ai_definitions_p1
30039848,ai_definitions,78983,1,ai_definitions_p3
31521081,ai_definitions,78983,1,ai_definitions_p2
31521097,ai_definitions,78983,1,ai_definitions_p1
31521105,ai_definitions,78983,1,ai_definitions_p3
31521124,ai_definitions,78983,1,ai_definitions_p3
31521157,ai_definitions,78983,1,ai_definitions_p2
35407892,ai_definitions,78983,1,ai_definitions_p1
35407964,ai_definitions,78983,1,ai_definitions_p1
29967277,ai_definitions,78984,0,ai_definitions_p3
29967380,ai_definitions,78984,1,ai_definitions_p3
29967432,ai_definitions,78984,1,ai_definitions_p1
29967823,ai_definitions,78984,0,ai_definitions_p2
29968073,ai_definitions,78984,1,ai_definitions_p2
30052804,ai_definitions,78984,0,ai_definitions_p2
30052823,ai_definitions,78984,1,ai_definitions_p3
30052843,ai_definitions,78984,1,ai_definitions_p1
30052862,ai_definitions,78984,1,ai_definitions_p3
31200446,ai_definitions,78984,1,ai_definitions_p1
31200488,ai_definitions,78984,0,ai_definitions_p3
31200542,ai_definitions,78984,1,ai_definitions_p2
31200563,ai_definitions,78984,1,ai_definitions_p1
31200590,ai_definitions,78984,1,ai_definitions_p1
31200613,ai_definitions,78984,1,ai_definitions_p2
31200635,ai_definitions,78984,1,ai_definitions_p2
29966906,ai_definitions,78985,1,ai_definitions_p2
29967097,ai_definitions,78985,0,ai_definitions_p3
29967651,ai_definitions,78985,0,ai_definitions_p1
29967796,ai_definitions,78985,1,ai_definitions_p1
29967863,ai_definitions,78985,1,ai_definitions_p2
